0	196 272 50
10	32 15 24 33 17 87
59 40	207 8 206
67	116 15 8 81 218 27 76 30 31
5	67 171 120 444 191 143 206 193 277
43 140	178
5	41 83
93	144 88 179
0	99 15 80 120 366 45
0	15 100 366 295 386 102
8	116 15 101 16 189 89 38 83
1	388 15 8 9 38
10 48 359 0	0 15 100 80 240 6 102 37
61	15 100 118 16 432 102 37 61
76	280
16	23 116 12 15 100 24 16 80 13 38 27 102 71 45 18
48	32 54 15 90 298 41 25 38 64 6 299 94 71 61
65	23 101 67 89 17
65	51 15 90 67 120 295 27 83 85 71
76	90 252 193
0	23 12 79 15 100 372 41 322 82 373 7 102
7	32 116 15 118 41
31	177 15 2 38 17
75 49	148 116 300 54 55 90 184 16 41 303 203 301 133 304 61
31	0 32 116 54 24 16 80 2 68 33 218 6 135
245	54 178 33 41
10 359	116 15 90 41 27 37
134	165 96 83
24	206 93 6 60
0	51 15 100 256 178 366 295 25 10 102 37
20	15 90 16 88 41 324 45
13	8 67 111 264
39	116 15 118 83 77
47	246 32 300 54 1 140 15 16 89 27 301 28 94
49	146
66	16 185 3 137 5
36	199 168 81 75 35
0	15 100 133 102
24	15 482 479
3	161 12 8 101 89 112 25 228 49 71
58	44 38 59 10 71 135 46
52	124 126 321 159 58 60 50
69	15 90 76 111
182	12 41 25 38 42
115	118
103 35	118 119 216 16 187 448 28
41 18	481 210
36 10 16 48 77 359 0	51 15 274 100 251 102 37 275 46
58	116 15 24 316 80 81 33 218 27 28 30 114 85 94 31 135
67 89 6 0	15 80 295
52	32 116 15 40 41 153 85 94
116	142 515
22	15 101 16 89
36 205 0 21	569
67	103 15 74 41 25 38 49
14	116 15 24 81 75 41 27 85
73	32 197 207 348 24 8 69 119 216 120 221 222 21 78 264
112	209 408
98	151 15 67 251 38
11	116 15 24 38 76
6	96 60 48 49 50
53	15 90 67 295 41 38 37 50
19	90 173 187 27 83 85 87
5	162 90 298 184 16 110 137 83 61 164
45 82 16 57 4	180 156 67 41 181 78
5	117 119 233 78
98 5	180 16 44 83 111
79 65 106 11 20	9 67 44
0	32 116 16 89 68 106 227 18
0	257
5	51 54 8 118 16 67 80 295 41 143 206 93 27 113 30 111 71 115
33	23 116 15 16 89 178 112 68 41 26 27 71 78
113	32 282 109 16 91 226 185 283 187 77
54 98 359	161 23 100 431 102 37
49	15 24 69
8	101 89
83	116 350 54 101 16 67 89 91 112 159 71 78 17
14	116 207 24 8 16 150 68 160 27 85 78 17 87
16 77 359 20	15 69 268 85 94 71
73	353 207 120 75 354 305 187 355 83 131
180 8	23 79 100 67 366 295 106 82 76 29 102
44 13	161 51 15 90 16 251 68 41 27 64 85 86 66
65	100 73 206 424 102
13	15 71 66
63	54 15 90 298 101 16 89 41 59 60 94 37 17 50
47	0 161 15 100 142 90 101 89 85 102 37 18
5	95 92 238
122	51 15 171 13 4
67 89	32 12 15 68 212 38 28
36	116 15 24 27 17
14 359	32 116 124 54 55 15 90 96 39 40 33 186 41 153 143 27 83 60 48 37 61
88	206
40 23 14 104 69	116 118 119 163 53 280 41 143 83 379 164
37	8 67
0	15 100 178 27 102
96	15 100 80 2 41 38 27 6 85 86 102 49 18
36	23 15 100 295 29 85 86 102 17 18
73	197 207 119 2 198 121 28 30 85 87
359	116 15 81 41 30 7
0	15 164
84	51 119 121 27 85
52	15 40
131	0 51 54 16 67 393 2 366 25 38
27	32 9 16 316 68 203 28
24 13	374 228 324 85 375
53 359	124 96 189 81 427 435 60 48 49 50
47	23 15 67 120 133
2	161 15 80 41 26 85 71
57	147 6
44	100 67 80 102
22	446 131
18	15 8 16 250 57 160 27 247
6	190 124 125 73 171 532 243 60
6 359	69 16 212 33 153 71
29	116 117 51 15 119 41 27 83 30 111 233
229	67 249 87
118 75 116	32 54 15 16 89 33 38 204 85 94 71
59	148 226 178 211 27 327
88	281 73 168 318 171 192 60 130
6	15 8 67 38 45 46
76	90 318 6
5	52 189
3 35 78 4 66	285 73 169 172 186 98
28	185 75 258 111 78 18
0	23 15 80 147 76 37
40 14 120	362 243 107 46
115 5	15 24 118 41 83 45 18
81	8 85 86 87
65	15 13 68 17 66
131	54 16 41 83 94 37
124 157	362 47 88 212 255
11 206 21	208 74 250 88 81 2 272 76 6
61	180 15 112 147 41 25 227 83 60 181
88 15	281 73 101 169 16 89 136 171 68 33 311 192 206 305 10 459 365
5	52
13	15 156 67 30
54 47 78 359	0 32 124 54 165 15 73 96 39 171 40 33 186 173 153 83 175 94 46
8	347 189 370 66
23 5	15 24 156 150 14 218 30 31
0	15 24 28 30 17
93	73 48
16 4	15 178 13 210 45
40	32 220 197 15 207 24 69 119 80 150 81 120 68 28 30 317 71 78
359	117 15 90 298 118 85 111 94 37
47 10	51 15
41	109 16 91 136 57 26 17
124 157	307 15 24 9 96 67 212 33 28
22	154
54 134 245	0 161 32 54 15 39 33 38 28 94 7 87
3	12 15 8 38 45
5	116 15 41 111
8	10 292
20	116 11 262 160
24	380 67 74 2 75 25 77 324 60 78 61
258 24	32 15 8 16 89 68 221 228 21 78 264
65 5	156 67 30
6	19 8 21 60 158 264
43 18 95 20	251 252
12	54 15 73 169 143 60
5	8 16
37	116 15 24 69 156 80 81 33 27 30 114 85
0	23 15 100 80 13 25 26 29 85 102 516
49	493 206
51	124 54 15 39 40 41 153 60 50
259	32 116 15 24 27 85 17 61
67 359	23 12 15 142 112 71
4	15 89 68 38
36 0	189 136 366 295 41 322 38 27 249 45
90 42	108 109 184 16 185 372 160 83 373
5	382 124 93 301
54 359	90 401
0	422 22
13 80	148 15 24 120 27 30 71 234 46
6 359	161 116 15 90
61	202 32 117 162 108 73 171 75 6 60 130 94 61
79	91
32 13	207 24 8 156 75 191 85
39	51 43 248
16	15 90 118 16 89 80 38 30 111 135 46
52	127 40 243 206
36 56 51 16	124 54 165 15 39 40 153 58 122 272 83 42 60 130 48 94 50
23 14	376 108 15 119 88 75 121 6 130 84 50 46
5	220 207 24 111
8	10 45
153	103 54 347 39 178 56 57 25 59 60 48 94 49 50
24	202 570 54 140 344 96 346 16 67 74 215 506 33 186 173 153 311 192 206 480 193 85 17
0	272
19	11 15 107 135
47	0 161 15 142 89 85 37
88	23 72 54 15 73 67 2 75 25 38 76 77 60 94 78
0	144 15 16 89 68 205 41 272 66 18
5	350
52	165 127 39 40 58 83 60
8	243 206
126	116 15 207 25 27 28 135
49	78
0	103 348 185 394 191 283 187 94 37
103 6 14 5	116 207 24 150 68
50 11	148 103 291 66
111 53 13	243
0	161 180 116 12 15 256 156 67 89 251 431 366 295 205 25 386 133 181 7 37 18
56	92
56 6	124 54 15 39 41 153 60 48 50
22	91 88 179
49	103 15 250 57 41 27 10
57	148
90	124 343 75 33
49	99
24	246 179 94 375
5	162 73 119 216 156 171 120 75 280 206 77 60 49 78
5	51 52 16 83 107 30 111 78
0	491
7	15 136 41 38 85 71
108 26	32 116 16 189 57 68 239 27
3	103 15 67 88 133 76 7 78 45
54 359	90 127 571 6
30	116 16 189 185 68 110 137 160
91	362 67 417 78 164
10 152	99 118 89 37
29	24 118 16 92 83 30 111
124	0 54 15 3 4 5 49
97	103 101 184 67 89 38 239 258
6 53	32 15 101 16 67 89 85
63 0 20	15 24
53	73 41 48
166	551 67
5	32 118 16 189 288 83 28 111 87 18
0	8 38
5	51 15 118 156 16 27 83 30 78
53 0	1 15 321 96 127 56 58 60 131 50
42	51 187 83 30
29	180 185 107 84 48 164
53 52	6
104 5	116 11 54
5	282 12 109 237 348 24 184 40 57 394 75 311 106 187 160 227 27 76 77 176 78 18
11	32 12 8 9 16 67 68
116	130
64	124 362 15 306
43 103 0	0 23 103 353 347 354 386 355 26 27 166
50 14 16	202 32 1 15 16 80 150 25 27 76 86
52	165 39 206 83 50
0	23 12 100 80 102
120	116 24 150 291 160
53	124 140 15 90 296 215 41 27 133 48 61 50
14	197 15 100 429 24 521 150 240 572 81 120 33 255 245 28 6 30 304 317 102 78 17 234 87
43	11 54 15 101 89 41 26 27 146 18
62	208 51 208 67 287 403 573 297 30 17
27 35	124
18 63	116 15 118 16 89 251 57 41 27 85 45 135 18
6	100 44 25 38 102
198	12 80 13 272 17
10 359	197 15 207 69 16 80 150 81 120 68 38 58 42 6 30 85 71 17 234 87
43	11 15 142 347 80 295 71
47 23	95 73 93 48 85
51 11 116	12 15 8 38 138 5 71 66
15	15 73 39 171 110 206
109	116 220 197 15 207 8 69 40 150 230 120 191 221 38 198 510 305 21 27 30 71 17
0	15 476 80 157 272 86
108 26	446 11 326 160 107
52	190 15 81 41 153 85
43 6 16	112 203 6 60 48 10 71 234
8	261 44 38 10
116	40 60 130 48 131
14 5	116 108 15 24 118 41
36 0	23 15 67 178 366 76
48	32 54 16 68 41 252 239 299 66 18
131	54 149 91 80 250 303 203 304 94
20	103 16 226 41 338 291 160 247 66
8	295 41 248
33	15 101 89 80 112 41 26 27 76 71 45 17
58	235 67 44 25 38
43	252 253
59 40 106	32 307 144 15 69 119 150 81 75 68 555 77 397 130 30 84 71 78 17 87
98	116 117 51 15 119 16 80 27 83 30 111 233
65	15 24 16 67 44 68 71 17
24	8 89 2 228 259 36
260	161 32 24 16 68 27 204 30 114 78 87 273
67	219 15 16 38
8	48
36	108 149 16 189 41 66
16	148 124 103 15 8 73 126 127 171 403 231 4 265 480 59 130 48 94 50
104	116 100 8 53 16 316 33 107 30 102 78
41	15 367 57 41 25 239 71 66
71	144 15 80 212 6 155
6 359	15 101 89 25 37 46
43 28	402 119 216 75 187 160 121 27 83 28 77 78
72	95 8 209 9 243 107
88	9 243
112	116 41 94
23	307 162 15 83 77 78 87
9	180 23 450 239 203 36 5
5	219 52 16 80 147 41 107
359	0 15 8 90 88 33 38 76 6
0	103 15 100 272 84 102 37 17 18 46
53 120	69 383 147 75 280 206 84 78
11	103 108 8 212
36 0	23 402 54 15 295 41 29 45
18 86 19	23 32 116 149 528 15 310 24 371 16 136 449 68 371 63 98 27 85
43	116 15 24 16 41 211 27
71	300 103 15 241 9 403 33 27 301 85 299
5	15 118 41 324
0	402 54 100 256 81 153 38 160 386 27 102 18
25 8	16 67
14 16	32 15 24 16 89 136 41 38 85 71 45
6 0	180 12 101 16 89 91 112 41 38 59 26 27 181 71 17
359	0 54 15 38 17 46
48 11 359 20 2	0 32 103 15 101 89 2 212 33 38 6 94 7 71
145 37 14 120	271 51 15 142 251 351 41 85
58	296
103	116 15 207 24 81 41 27 28 30 84 85
55 20	116 15 118 83
5	15 286 349 147 17
53	54 140 15 90 101 16 67 89 41 206 60 50
79 42	23 88 120 218 27 76 113 135 115
23 14	307 162 108 15 69 75 555 77 30 84 176 71 78 17 87
5	117 80 120 41 27
126	0 116 54 15 24 16 147 68 41 25 27
8	51 165 118 96 187 83 85 78
30	116 24 16 41 66
0	15 88 160
8	116 15 16 189 89 68 38 59
58	180 88 120
51 58 5	165 96 88 206 83
63	11 15 189 251 45
79 55 10	27
72	168 46
6	32 116 15 9 120 133 76 28 10 49
39	116 307 51 162 24 69 119 216 16 120 191 27 78
65	24 69 28 78
43 6 3 23 13 4	12 15 16 203 26 17
16	362 8 49 45 264
57	15 119 216 41 27 176 233
24	362 125 75 206 364
88	281 192 206
0	32 574 16 254 482 160 223 85
73	220 197 207 150 120
24	168
359 0	12 100 89 44 38 102 46
0	215
49	148 54 90 184 25
36	12 15 100 178 80 3 5 102 45 46
52	116 15 39 41 27
66	83 299
108 26	274
42	23 12 101 89 386 27 113 71 115 17
359 57	32 300 124 54 15 90 118 89 39 81 33 186 153 35 301
41 56 111 53	0 116 124 54 165 15 207 126 39 80 57 159 41 153 25 38 58 26 83 60 48 49 71 37 45 17 50 225
7	8 67 38
131 116	54 15 25 38 59 133 94 7 49 37
98	23 116 15 24 16 41 27 77 29 30 84 78
49	180 9 6 130 270
0	20 15 100 240 102 37
73	161 15 119 120 41 233
35	282 162 348 69 187 78
4 34	116 51 15 207 24 119 163 216 383 75 41 121 27 83 77 30 84 78 164
49	100 107 102
24	222 49
14	183 15 41 27 77
0	48 71
222 5	51 15 16 89 251 61
24	11 103 97 27
52	19 127 243 60 48 85 50
228 112	116 16 226 68 27 71 66
47 6	23 32 116 15 69 89 80 68 41 25 27 29 71 45
16	15 8 9 44 41 38 85 71
14	15 100 8 156 30 7 102 37
62	309 394 424
52	116 15 24 90 39 40 41 27 6 85
14	161 116 117 51 15 81 41 30
49	328 206
31	151 144 8 80 38 6 48 94 49 71 17 61 46
23 359	32 124 15 81 33 186 173 143
78	101 89 98
18 44	15 16 68 137 239 396 18
129 40 156 359	15 69 147 182 30 85
13	161 116 15 24 142 156 89 41 218 27 30 85 135
6 10	180 251 36
0	119 216 78
31	177 12 103 16 232 6 45 46
36 0	15 100 256 240 431 27 266 85 86 102 18
75	54 15 2 25 38 26 77 7 49 78 45 46
79 23 14 35 194	202 62 15 24 8 67 91 239 27 85
2	116 15 16 68 71
5	190 162 8 9 16 67 40 191 206 305 203 21 130
43 0	12 15 100 142 347 287 189 80 138 85 102 18
359	99 32 51 16
49	32 1 15 24 40 250 153 187 76 94
60	15 90 67 277
5	32 116 15 16 189 185 68 38 27 84
67 16	15 38 7 49 37
79	54 55 15 120 25 203 76 49
81 26 5	32 16 68 87
116	83
29	117 51 16 120 75 41 30 111
14	116 118 67 89 206 27 195 30 85 275
116	96 153 60 85
359 0	0 54 15 38 85
167 35	116 15 118 91 185 27 135
359	165 83 85
23	32 116 15 24 8 118 44 560 27 28 85 87
43 35 34	291 27
94 100 103	54 90 53 184 91 185 57 210 137 258 227 27 134 135
10 158 154	51 15 251 83 275
120	75 206 77 60 48 78
48	54 15 24 80 38 76 85 37 17
39 43	16 293 243 206 277
36 39 67 98 261 0	23 108 366 295 41 427 29 45 18
126	95 13 575
52	195
67 32 11	8 156 67 44 2 3 5 6 30 407 46
0	100 102 71 37
0	54 15 205 37
6 359	15 100 101 89 25 102 37 46
42	23 120 27 76 135 17
36 0	183 15 100 24 240 278 30 279 102 37 325 46
24 49 359 0	54 15 90 118 208 184 91 226 185 57 110 143 203 324 179 135 61
51 16 13 52	271 116 15 80 40 351 41 153 211 27 78 45
8 14 16	401 41
0	0 15 68 212 41 386 27 71 66
359	148 153 46
28	32 300 1 228 571 301
14	162 348 24 8 69 9 120 191 221 482
359 13	54 15 101 89 41 218 76 85 94 71 135 17
53	0 54 144 15 153 50
6	124 60 48 50
216 5	16
67 359	11 362
122 8	446 350 15 68 33 63
76 19	38
49 35 102 19	180 12 9 91 185 283
35	161 116 15 69 119 150 41 218 121 27 85 71 17
6	15 67 41 38 76 85
7 67	118
359	15 101 89 38 7 71 37 46
3	32 15 80 68 66 87
5	32 15 16 189 185 87
44 63 194	51 15 16 89 251
8	15
53	41 228 27 174 77
5	380 116 81 75 257 27 28 85 317 78
14	162 171 147 75 191 206 244 277 78
41	57 210 41 211 18
10 0	15 100 90 118 102 18
20	116 15 16 41 27
47	32 15 90 39
79 14 5	116 15 24 69 218 27 223 30 84
19 21	325
94	12 15 2 41 38 71 66
122	576
2	15 41
359 235	0 148 32 15 8 9 101 16 67 80 2 33 38 6 130 50 46
22	25 66
262	209
5	51 118 119 121 30
31	0 161 54 15 24 80 3 25 5 94 7 17
79	12 149 15 9 184 91 178 112 68 41 27 45
49	32 1 15 24 40 33 153 76 94 71 78 17
47 0	15 119 120 147 259 30 7 233 71
126	32 68 71
67 14 77 5	32 116 54 15 90 16 89 57 68 33 41 38 27 133 30 85 94 71 37 45 17 61
71 16	2 5
98 77	32 54 15 100 101 89 102 18
82 23 10 154 0	15 100 90 89 41 85 102 18
24	120
90	206 17
33	116 15 90 118 16 89 68 41 27
9	151 180 358 16 67 91 159 181
112	73 209 200 171 243 48 225
45 16	8 67 38
62	15 208 203 27 28 30 7
53	73 48
14	15 33 30
6	271 16 351 206 48 78 17
57	15 8 110 38 7 71
359	318 577 6 60 130
260	161 23 116 27 114 17
42	51 83
66	116 298 101 16 89 137 174
0	32 15 90 16 189 89 68 41 27 85 18
53	24 8 126 16 159 41 58 211 27 10 50
8	41
14	15 207 81 33 63 14 578 27 223 247 317 78
132 102	455 23 579 109 371 184 91 316 449 185 372 371 110 41 98 160 227 373
176	118 186 143
100	15 100 90 25 38 59 27 85 102 17
5 30	116 51 118 16 189 30 111 78
36 0	402 100 295 278 85 279 102 18
5	101 89 120 111 78 17
6 359	8 9 43 67 44 7
103 3 23 359 4 5	12 15 147 259 182
43 0	12 295 41 139 66
67 359	362 15 321 96 435 60 50 46
47	32 15 90 41 37 61
98 116	116 51 420 54 15 90 16 41 25 38 203 27 83 7 37
104	73 75 92
10	51 15 41 248
14	51 43 41 248 46
23	116 15 207 24 81 182 27 28 30 85
8	367 57 368 223 66 87
36	23 15 191 187 93 327 18
73	100 147 206 85 102
180	15 189 80 157 272 86
26	32 24 16 136 68 28 87
91	350 169 16 28
88	23
53	124 206 83 60 50
23	117 15 24 120 41 27
35	91 185 283 87
14 5	116 197 207 24 69 182 28 30 84 17
73	169 67 206 244 78
359	124 95 39 56 59 48 85 50
47	32 15 16 171 94
11 0	177 12 15 88 5 6 66 46
81 18 80 19 21	116 144 15 57 27 223 30 84 85 86 275 17
127	79 15 212 38 82
67 89	202 54 15 16 89 91 211 59 26 27 94 45
5	16 68 154 94 71 78
47 15	124 95 48
8	0 15 16 44 68
45 16	0 16 67 68
43 49	109 15 9 16 91 226 367 185 368 41 283 63 106 27 580 87 18
88 72	73 335 318 171 243 157
26	455 350 73 118 16 171 372 186 210 159 41 106 211 77 78
35 5	32 350 16 136 68 191 154 352 87
60 108 23 247 73 359 26 0	151 116 350 54 15 90 298 118 16 89 80 250 314 68 33 186 210 385 221 41 143 239 27 263 30 111 18 46
35	32 54 15 90 33 38 28 94 61
42	23 54 15 211 203 133 76 94 49 45
43 11 0	223 66
108 26	11 343 75 258
24	60 49 37
67 16 263	15 41 17 46
14	15 24 81 85 248
5	197 15 207 24 150 28 30 87
5	69 118 89 28 30 84 78
14	116 15 41 27 85 78
5	16 171 92 193
75	202 180 32 54 15 16 89 91 136 68 33 25 181 94 71 61
33	15 25 7 49 71
76	124 60 130 131
43	11 109 185 41 283 106 291 160 289 27 247 107 135
36	205 78
82 16 4	23 116 15 8 68 41 29
39 359	161 103 9 25 76 248 45
88 24	186
16 359	161 95 15 90 80 25 49 46
103 5	116 162 16 89 68 41 60 78
5	15 24 16 89 80 68 41
88	318
7	33
124	362
0	15 24 80 205 114 17 18
53	32 116 57 83 85 87
56 44	54 15 39 40 159 41 153 160 64 48
53	190 127 206
122	189
104	8 119 216 111 78
0	180 54 429 142 13 566 85 18
35	276 258 83 581 111 78
88	243 130
77	300 103 347 39 41 38 239 98 36 301 76
8	127
24	0 202 190 124 54 1 140 73 67 80 171 40 403 2 153 38 311 340 129 48 94
42	16 91 41 27 194 195 17
36 67	23 100 90 67 120 41 27 111 94 102
43 67 89	161 32 24 16 136 68 212 239 203 26 84 71 45 17 87
41 43 16 13	32 109 250 57 26 27 18
42	101 89 38 7 37
359	15
6	161 116 79 15 119 80 81 41 82 27 85 233
14	15 118 41
5	124 125 75 28 48
5	202 180 67 120 25 181 17
13	218 107 85
31	15 8 16 2 38 10 49 17 66
41 18 141 19	12 15 16 57 471 239 211 396 146 400 18
67 2	161 15 101 89 41 38 85
31	177 15 2 38 45
53	40 243 206 60
6	144 497 206 60 50
5	108 15 348 118 156 120 147 257 30 84 78 87
5	116 118 119 101 216 16 89 112 41 113 115
122 43 3 109 4 0	100 206 102
123	100 243 102 225
90	24 8 156 16 136 68 27 77 84 10
0	23 15 169 189 205 29
159	100 9 127 34 243 102
60 28	455 185 372 223 284
52	73 119 216 75 206 244
359 0	15 100 80 88 2 30 102
53	190 165 83
62	208 67 44 218 27
107	328 51 15 88 6 234
66	281 192
108 26	15 155
79 9 10	76 94
40 106	8 13 38 28 85 87
36	183 15 100 102 37
8	49
5	15 89
27	51 15 316 187 111
36 16	582 58 59 272 77 60 131 442
264	23 54 8 16 316 57 120 41 25 38 94
14 5	108 52 15 24 9 90 67 81 403 75 33 38 182 77 583 6 30 317 71 234 164
36 8 0	212 41
22	180 140 60
14 0	116 51 15 80 41 85 18
116	32 382 15 90 41 301 46
39 40 14	51 15 316 41 64 86
33	54 16 41 211 59 27 45
67	15 8 67
265 45 6 16 0	12 15 67 88 41 26 94 37
69	75 186 280 83
359	32 51 16
20	116 11 15 24 189 38 27 7 87
6	382 301 60
205	24 159 153 175 48
58 5	161 461 15 101 89 88 462 114 45 17
11 0	23 12 103 100 256 80 112 250 6 29 86 102 66
39	402 15 316 147 41
0	15 37
116	116 15 30
98	15 38 45 46
40 42 120	337 15 207 24 118 119 216 80 81 57 75 191 280 41 143 14 187 160 121 27 83 28 111 78 17
53	162 69 118 191 280 305
14	116 79 15 24 8 156 16 82 85 66
10 154	41 143 27 83 48 85
36	180 100 181 102
67	229 15 100 8 44 27 76 179 102 49 45
35	32 54 15 28 71 61
36	116 90 118 27 37 135 18
6 10 359	12 15 100 38 7 102 37
56 116	124 54 165 96 16 39 153 83 60 94 37 61 50
39	8 111 248
93	229
14 119	75 85
0	51 183 100 431 295 41 10 102 45 18
54	380 148 100 199 168 91 81 33 143 302 203 35 83 77 102 78 61 87
82	79 15 100 80 240 82 272 6 102 66
52	165 83 60 48
111 16	362 15 127 46
43 67 89 57 4 0 2	0 161 108 15 24 69 112 33 357 203 94 71
131 75 48 359	23 54 15 101 2 166 6 7 61
79	15 112 44 259 27 71 46
8 14	116 207 118 16 41
22	73 48
6 16 359 69	11 12 15 100 67 38 259 102 37
5	99 16
12	32 54 15 24 73 118 16 39 80 171 172 33 153 137 60 204 94 37 17
26	95 46
6 10 359	15 41 7 71 37 46
111	0 202 151 32 350 118 101 16 239
5	219 51 8 118 53 16 41 107 30
79 170 80 21	51 133 84
24	103 67 74 2 75 76 77 60 49
28	116 309 223 396
30	116 51 15 118 119 16 30 233
14	67 316 111
48	177 15 80 6 102
28 22	0 32 109 15 16 89 68 154 272 30 94 17
8	12 144 73 101 363 16 89 200 171 160
153	15 45
65	15 90 118 16 67 91 112 206 83
41 18 67	103 496 126 16 80 57 210 239 27 223 48 400 66 18
81 106 14	307 350 348 24 119 68 555 27 77 30 84 48 78 17
39	32 51 197 156 16 251 75 68 85
20	116 11 12 136 210 41 211 27 107 37 315
40 14	118 84
108 67 26 4 21	8 9 38
5	151 180 169 181 87
1	44 228 71
11	73 16 46
123	0 212 98 36
59 81	271 142 351 77 85 111 87
11	51 24 8 44 120 85
53	144
0	161 116 15 8 156 80 38 27 85 86 17
237	16 56 57 68
6	67 44 49
26	15 24 9 118 41 38 113 71 115
18 21	202 309 125 310 126 424 83 60 130 50
5	53 16 189 47 314
54 24 75 5	116 15 100 90 16 33 25 206 83 102
53	0 83 60 48 46
49 116 255	364
54 10 48 359 0 21	0 161 15 100 24 80 254 13 240 38 6 85 102 248 17 516 273
67	103 55 38 42 7 49 46
8	151 15 101 16 189 89 178 41 45
53	54 90 56 250 57 41 239 160 174 435 18
12 108 26	103 108 165 73 101 169 16 171 68 33 191 137 192 206 305 83 60
11 21	485 38 36 37
24	124 243 206 60
106	103 234 66 46
153	15 156 86 248
36 14 0	95 15 100 295 205 86 102 18
7 11 5	8 14 30 31
24	32 116 103 15 24 16 80 74 341 2 68 4 41 38 98 27 345
113	109 187 160
67 89	15 80 26 71
5	78 17
36 0	23 100 347 38 102 37 66 46
47	54 96 39 6 155
108 26	23 219 72 52 118 53 16 314 41 106 107 78
23	144 15 67 89 41 38
41	250 57 41 27 45
24	190 168 243 130
7	133
15	190 153 60 130
10	116 15 207 24 8 118 156 150 182 28 30
43 0	15 101 16 89 80 112 295 41 203 26 27 133 94 71 78 18
266	124 92
103 98 5	95 118 119 53 216 186 143 107 84 78
82 4	12 539 183 15 100 24 80 254 13 240 366 27 266 85 86 102 66 46
128	15 24 8 17
9 77	116 15 24 41 27 85 71
6	116 83 111 37
67	362 15 88
359 112	32 298 16 27 6 304
31	23 8 212 306 36 29
65	116 51 118 41 30 111
31	54 15 527 147 63 175
79	101 67 89 120 76
67	116 364
6	116 108 15 100 24 118 295 41 30 102
27	116 316
6	15 67 17
43 20	107 270
267	148 95
49	268 206
111 50	12 15 155 46
60	118 83
6	165 15 73 39 41 58 27 83 48 50
51	96 40 243 206 195 60
0	100 178 80 431 366 295 10 102 45
88	73 44 243
20	95 159 60
105 5	32 16 189 251 41
61	15 41 27 85 45
14	51 54 15 90 83 133
5	118 119 53 216 83
222 5	32 190 350 24 16 41 111 78 87
109 5	116 307 197 15 8 118 156 41 27 64 85
103 23 14 5	51 15 119 233
6 3 359	161 12 103 15 101 89 120 25 7 49 45
5	32 116 15 316 41 27 83 77 94
6	15 100 101 43 89 80 120 41 26 102 78
5	118
115	455 23 149 450 90 372 137 63 239 160 203 584 27 83 441 396 332 275 387
31 5 0	0 12 54 15 100 16 80 2 38 5 6 7 102
126	140 93 129
5	151 350 73 101 16 89 171
76	32 54 97 16 2 147 464 27 83
141 149	16 57 68 41 211 160 45
53	116 139
62	24 206 78
5	162 120 94 78
359	0 32 15 90 186 60
16	15 8 9 38 76
77	0 202 32 300 54 90 298 16 89 91 39 172 2 33 110 173 153 25 38 301 340 94 37 61 46
6	15 44 49 71 46
66	51 78
5 19 21	376 308 124 88 75 60 130 48
27	119 216 16 89 316 383 120 92 68 280 233 78
0	51 15 100 102 37
23 14	353 150 354 198 355
6 16 359	15 67 89 38 37
96 124	15 169 16 413 33 5 304
208	124 165 15 8 96 16 171 75 33 83 60 48 50 264
36	493 120 93 27 195 111
11	91 68 110 46
6	48
53	190 350 54 165 39 40 57 83
82 11	402 147 6 7
108 26	11 109 52 53 187 83 107
62 67 89	8 127 221 21 60 264
359	109 53 184 91 226 185 57 210 27 135 18 46
52	124 15 67 60
15	23
35	99 16 189
43 140	62 103 15 585 586 26 107
14	116 15 118 7 17
79 10 5	68 27 83
33	99 180 12 15 112 181 71 234
98 20	85
9 31	0 54 15 3 5
127	0 23 32 15 8 347 2 33
54	90 302 76
78	0 202 32 300 103 15 16 68 301
359	362 15 60 48
6 10 169 0	161 23 54 15 16 178 80 2 38 27 29
126	95 509 92 83 458 129
259	116 15 24 172 27 28 85 94 87
5 22	51 15 118 16 89 80 33 27 83 28 30 85 37 17
24	54 16 75 33 159 76 48 78 365
15	219 144 209 9 316 157 133 130 46
33	23 101 156 67 89 59 114 85 71
82 0	23 15 100 16 80 13 386 133 29 102 17 387 516
67 359	161 103 25 211 59 26 7
359	116 54 165 39 33 21 83 60
100 63 169 237	161 116 54 15 118 16 189 89 178 295 41 297 135 46 364
56	148 32 54 90 39 33 60 94 49
0	116 103 100 8 256 156 254 13 38 198 27 85 102 87 516
43 65 16	402 54 15 81 147 41 203 26 27 71 66
16	118
3	15 147 71 45
33	161 15 101 89 41 85 45 17
76	126 159 107
54 27 57	0 32 54 125 24 73 90 80 33 421 122 28 6 48 176 94 155 61 479 164
71	206
182	144 186 85
4	8 9 208 44 38 27 135
56 51	271 127 153 228 59 42 6 48 85 155
10 14 154	15 207 24 81 120 33 27 28 6 30 84 269 317 87
13 268	112 510 71
269	75
110	32 73 16 154
0	493 13 257
14 73	197 15 207 24 120 27 28 30 85 17 87
3	15 100 41 27 7 102 37 45
35	185 78
50	151 144 123 385 578 247 66
5	32 15 80 41 25 64 71 17 61
53 52	215 60 48 50
222 63 5	99 15 90 118 16 89 178 41 85 111 10
14	199 90 119 216 16 81 120 75 33 83 77 60 176 78 87
153	116 54 15 89 41 38 83 133 37 61
67	90 91 143
359	99 161 51 15 156 89 80 38 30 85
23 14	108 163 75 187 83 77 78
6 53	54 56 25 42 49 45
6	300 103 54 15 8 25 58 59 301 60 48 299 49 71 78 45
79 0	51 156 41 27 28
82 6 75 10 83 359	161 32 108 15 67 44 81 186 143 76 28 179 37 46
